uuid	filename	cancer	TCGA_barcode	tumor_or_normal
eaa4636a-d58f-4faa-a77a-500ed2d5a24a	jhu-usc.edu_THCA.HumanMethylation450.15.lvl-3.TCGA-BJ-A45K-01A-11D-A23V-05.gdc_hg38.txt	THCA	TCGA-BJ-A45K-01A-11D-A23V-05	Tumor
381ef58f-bde9-486b-a99c-3740b159b340	jhu-usc.edu_THCA.HumanMethylation450.10.lvl-3.TCGA-EM-A3SU-01A-11D-A231-05.gdc_hg38.txt	THCA	TCGA-EM-A3SU-01A-11D-A231-05	Tumor
bb5fac2c-e734-46c6-b2ff-93a27d9e4799	jhu-usc.edu_MESO.HumanMethylation450.2.lvl-3.TCGA-ZN-A9VW-01A-11D-A39S-05.gdc_hg38.txt	MESO	TCGA-ZN-A9VW-01A-11D-A39S-05	Tumor
17a2e70a-3374-405b-a2dd-ae530c045c39	jhu-usc.edu_LGG.HumanMethylation450.2.lvl-3.TCGA-DU-6393-01A-11D-1706-05.gdc_hg38.txt	LGG	TCGA-DU-6393-01A-11D-1706-05	Tumor
f44cd564-deb1-4cc0-bd08-0ba3629599f2	jhu-usc.edu_LGG.HumanMethylation450.10.lvl-3.TCGA-P5-A5F1-01A-11D-A28N-05.gdc_hg38.txt	LGG	TCGA-P5-A5F1-01A-11D-A28N-05	Tumor
8c98845a-710a-49be-8ecb-31a8b336bef1	jhu-usc.edu_THCA.HumanMethylation450.8.lvl-3.TCGA-EL-A3GP-01A-11D-A203-05.gdc_hg38.txt	THCA	TCGA-EL-A3GP-01A-11D-A203-05	Tumor
bc21593f-19b5-417a-946a-a02729175d97	jhu-usc.edu_SARC.HumanMethylation450.15.lvl-3.TCGA-DX-AB2V-01A-11D-A418-05.gdc_hg38.txt	SARC	TCGA-DX-AB2V-01A-11D-A418-05	Tumor
1b26597c-b1fa-4bd1-8a25-e666d4b95d46	jhu-usc.edu_LGG.HumanMethylation450.16.lvl-3.TCGA-TM-A84I-01A-11D-A368-05.gdc_hg38.txt	LGG	TCGA-TM-A84I-01A-11D-A368-05	Tumor
a3208fbe-ec10-49ba-b172-1a9ae4b57dd4	jhu-usc.edu_THCA.HumanMethylation450.16.lvl-3.TCGA-DE-A4M9-01A-11D-A258-05.gdc_hg38.txt	THCA	TCGA-DE-A4M9-01A-11D-A258-05	Tumor
48eec8e6-9808-43b9-924c-b277e3e48bd8	jhu-usc.edu_READ.HumanMethylation450.7.lvl-3.TCGA-AF-A56K-01A-32D-A39G-05.gdc_hg38.txt	READ	TCGA-AF-A56K-01A-32D-A39G-05	Tumor
0355caf3-2596-402b-b333-a08dfccc1ec4	jhu-usc.edu_THCA.HumanMethylation450.16.lvl-3.TCGA-EL-A4KH-01A-11D-A258-05.gdc_hg38.txt	THCA	TCGA-EL-A4KH-01A-11D-A258-05	Tumor
4b6af7dd-2049-47e0-977f-74ec49b35bb7	jhu-usc.edu_MESO.HumanMethylation450.2.lvl-3.TCGA-TS-A7P7-01A-11D-A39S-05.gdc_hg38.txt	MESO	TCGA-TS-A7P7-01A-11D-A39S-05	Tumor
cea518c6-bd1b-4089-86a6-bb2f529baa4a	jhu-usc.edu_THCA.HumanMethylation450.12.lvl-3.TCGA-H2-A3RI-11A-11D-A223-05.gdc_hg38.txt	THCA	TCGA-H2-A3RI-11A-11D-A223-05	Normal
86f13c89-08b2-4ed1-afa2-cec8336a18e7	jhu-usc.edu_SARC.HumanMethylation450.3.lvl-3.TCGA-FX-A48G-01A-11D-A24W-05.gdc_hg38.txt	SARC	TCGA-FX-A48G-01A-11D-A24W-05	Tumor
c35087a3-27fb-436b-8288-024604bb8858	jhu-usc.edu_LGG.HumanMethylation450.13.lvl-3.TCGA-TM-A7CF-01A-11D-A32C-05.gdc_hg38.txt	LGG	TCGA-TM-A7CF-01A-11D-A32C-05	Tumor
a0393b3e-a8b1-469d-b6a0-1c08a810cda0	jhu-usc.edu_LGG.HumanMethylation450.16.lvl-3.TCGA-TM-A84H-01A-11D-A368-05.gdc_hg38.txt	LGG	TCGA-TM-A84H-01A-11D-A368-05	Tumor
0e6058b7-dc55-412e-a8a3-cdd4309be436	jhu-usc.edu_THCA.HumanMethylation450.13.lvl-3.TCGA-EL-A3T8-11A-11D-A22G-05.gdc_hg38.txt	THCA	TCGA-EL-A3T8-11A-11D-A22G-05	Normal
34e7b616-8557-4a42-8120-61cc5daf7c73	jhu-usc.edu_THCA.HumanMethylation450.3.lvl-3.TCGA-DJ-A1QL-01A-11D-A14Z-05.gdc_hg38.txt	THCA	TCGA-DJ-A1QL-01A-11D-A14Z-05	Tumor
868b175d-96ef-4f9b-b4d6-4e661444d14a	jhu-usc.edu_THCA.HumanMethylation450.16.lvl-3.TCGA-EM-A4FO-01A-11D-A258-05.gdc_hg38.txt	THCA	TCGA-EM-A4FO-01A-11D-A258-05	Tumor
df3a577e-0621-4443-9cde-54a363d0e770	jhu-usc.edu_LGG.HumanMethylation450.2.lvl-3.TCGA-DU-6401-01A-11D-1706-05.gdc_hg38.txt	LGG	TCGA-DU-6401-01A-11D-1706-05	Tumor
a908ac18-7ec6-4969-9800-451769de0c64	jhu-usc.edu_THCA.HumanMethylation450.15.lvl-3.TCGA-CE-A482-01A-11D-A23V-05.gdc_hg38.txt	THCA	TCGA-CE-A482-01A-11D-A23V-05	Tumor
b2de01af-cc3a-4438-846b-15c77d96820d	jhu-usc.edu_SARC.HumanMethylation450.13.lvl-3.TCGA-3B-A9HQ-01A-11D-A388-05.gdc_hg38.txt	SARC	TCGA-3B-A9HQ-01A-11D-A388-05	Tumor
f648dfdb-aaa7-4b4e-b49c-722fc601c090	jhu-usc.edu_SARC.HumanMethylation450.8.lvl-3.TCGA-DX-A6BE-01A-41D-A32T-05.gdc_hg38.txt	SARC	TCGA-DX-A6BE-01A-41D-A32T-05	Tumor
9ed286d5-2c73-4488-abae-73cf4e886632	jhu-usc.edu_THCA.HumanMethylation450.6.lvl-3.TCGA-DJ-A2PY-01A-11D-A18G-05.gdc_hg38.txt	THCA	TCGA-DJ-A2PY-01A-11D-A18G-05	Tumor
b238ce75-5d7e-4b8f-a9d6-2bcab94d70cc	jhu-usc.edu_SARC.HumanMethylation450.3.lvl-3.TCGA-K1-A42X-02A-11D-A24W-05.gdc_hg38.txt	SARC	TCGA-K1-A42X-02A-11D-A24W-05	Tumor
4c385cf4-36a4-4503-91c8-08a96e4cd5b4	jhu-usc.edu_LGG.HumanMethylation450.13.lvl-3.TCGA-R8-A6ML-01A-11D-A32C-05.gdc_hg38.txt	LGG	TCGA-R8-A6ML-01A-11D-A32C-05	Tumor
7ad3d8bc-dd38-4f36-911a-b7c45e69e4d9	jhu-usc.edu_LGG.HumanMethylation450.7.lvl-3.TCGA-HT-7860-01A-11D-2399-05.gdc_hg38.txt	LGG	TCGA-HT-7860-01A-11D-2399-05	Tumor
4332cefe-671e-4e36-a869-4dded4565634	jhu-usc.edu_LGG.HumanMethylation450.14.lvl-3.TCGA-DU-A7T6-01A-11D-A33U-05.gdc_hg38.txt	LGG	TCGA-DU-A7T6-01A-11D-A33U-05	Tumor
01a63119-51a6-445b-ba8d-73c29bedd496	jhu-usc.edu_READ.HumanMethylation450.5.lvl-3.TCGA-AH-6643-01A-11D-1828-05.gdc_hg38.txt	READ	TCGA-AH-6643-01A-11D-1828-05	Tumor
3fb08339-f7d3-48d8-8e9a-445679751f02	jhu-usc.edu_LGG.HumanMethylation450.3.lvl-3.TCGA-CS-6668-01A-11D-1894-05.gdc_hg38.txt	LGG	TCGA-CS-6668-01A-11D-1894-05	Tumor
7c17065b-47d3-4802-82d9-9d7c0aed7328	jhu-usc.edu_LGG.HumanMethylation450.16.lvl-3.TCGA-WY-A858-01A-11D-A368-05.gdc_hg38.txt	LGG	TCGA-WY-A858-01A-11D-A368-05	Tumor
776f20e6-0763-4cf9-8d2a-b113a7a1c13d	jhu-usc.edu_SARC.HumanMethylation450.10.lvl-3.TCGA-X6-A7WA-01A-12D-A357-05.gdc_hg38.txt	SARC	TCGA-X6-A7WA-01A-12D-A357-05	Tumor
3e8be392-6816-4d6c-820c-e90162206ce2	jhu-usc.edu_THCA.HumanMethylation450.9.lvl-3.TCGA-EL-A3GZ-11A-11D-A211-05.gdc_hg38.txt	THCA	TCGA-EL-A3GZ-11A-11D-A211-05	Normal
34f0149d-aff1-4d6a-8851-20ca944c79d6	jhu-usc.edu_LGG.HumanMethylation450.16.lvl-3.TCGA-TM-A84G-01A-11D-A368-05.gdc_hg38.txt	LGG	TCGA-TM-A84G-01A-11D-A368-05	Tumor
cd97f771-6eeb-45bd-aa05-c49035ca0439	jhu-usc.edu_LGG.HumanMethylation450.2.lvl-3.TCGA-DU-6407-01A-13D-1706-05.gdc_hg38.txt	LGG	TCGA-DU-6407-01A-13D-1706-05	Tumor
455deeb6-99fe-4d3f-8f69-a0c1207abe5f	jhu-usc.edu_THCA.HumanMethylation450.16.lvl-3.TCGA-KS-A4I5-01A-11D-A258-05.gdc_hg38.txt	THCA	TCGA-KS-A4I5-01A-11D-A258-05	Tumor
9089282e-7d2b-417e-a6f1-baa2962c239b	jhu-usc.edu_LGG.HumanMethylation450.6.lvl-3.TCGA-FG-8191-01A-11D-2254-05.gdc_hg38.txt	LGG	TCGA-FG-8191-01A-11D-2254-05	Tumor
baa7dcfc-aaf5-4726-be9a-4f88d42aeba7	jhu-usc.edu_SARC.HumanMethylation450.12.lvl-3.TCGA-PT-A8TR-01A-11D-A37D-05.gdc_hg38.txt	SARC	TCGA-PT-A8TR-01A-11D-A37D-05	Tumor
1f350cbd-db10-4799-b3a9-72659735f855	jhu-usc.edu_READ.HumanMethylation450.6.lvl-3.TCGA-AH-6897-01A-11D-1926-05.gdc_hg38.txt	READ	TCGA-AH-6897-01A-11D-1926-05	Tumor
16ff6c63-eca7-4376-a13e-682682b74e11	jhu-usc.edu_ACC.HumanMethylation450.1.lvl-3.TCGA-OR-A5JJ-01A-11D-A29J-05.gdc_hg38.txt	ACC	TCGA-OR-A5JJ-01A-11D-A29J-05	Tumor
6b056231-204c-4d14-8b57-8c5fb7bfa37e	jhu-usc.edu_LGG.HumanMethylation450.14.lvl-3.TCGA-DU-A7TB-01A-11D-A33U-05.gdc_hg38.txt	LGG	TCGA-DU-A7TB-01A-11D-A33U-05	Tumor
952ece4a-d9aa-49b0-b8f5-918fe7461dbb	jhu-usc.edu_LGG.HumanMethylation450.15.lvl-3.TCGA-TQ-A7RU-01A-21D-A34D-05.gdc_hg38.txt	LGG	TCGA-TQ-A7RU-01A-21D-A34D-05	Tumor
2eb51c8c-bac9-4e12-9781-0fca0bdb7cc7	jhu-usc.edu_THCA.HumanMethylation450.13.lvl-3.TCGA-BJ-A28X-11A-11D-A22G-05.gdc_hg38.txt	THCA	TCGA-BJ-A28X-11A-11D-A22G-05	Normal
27aed6ee-a770-4128-a5da-ffdfb9ad529b	jhu-usc.edu_LGG.HumanMethylation450.6.lvl-3.TCGA-HT-7677-01A-11D-2254-05.gdc_hg38.txt	LGG	TCGA-HT-7677-01A-11D-2254-05	Tumor
b60024c3-c9a9-4fc1-96c4-b236edd0ea9d	jhu-usc.edu_THCA.HumanMethylation450.10.lvl-3.TCGA-EM-A3SU-06A-11D-A231-05.gdc_hg38.txt	THCA	TCGA-EM-A3SU-06A-11D-A231-05	Tumor
c07ab214-2149-456a-b6ca-dd67b6c26c73	jhu-usc.edu_LGG.HumanMethylation450.3.lvl-3.TCGA-FG-5965-02A-11D-A29T-05.gdc_hg38.txt	LGG	TCGA-FG-5965-02A-11D-A29T-05	Tumor
95d88bc9-fca7-43a7-a055-4c99bf5d65c1	jhu-usc.edu_MESO.HumanMethylation450.1.lvl-3.TCGA-MQ-A6BL-01A-11D-A34E-05.gdc_hg38.txt	MESO	TCGA-MQ-A6BL-01A-11D-A34E-05	Tumor
421285a8-fed3-4d61-b5a4-08c18cc1971a	jhu-usc.edu_READ.HumanMethylation450.3.lvl-3.TCGA-AG-3725-01A-11D-1734-05.gdc_hg38.txt	READ	TCGA-AG-3725-01A-11D-1734-05	Tumor
26cf852c-3198-4b05-84c9-62aa511c407d	jhu-usc.edu_LGG.HumanMethylation450.2.lvl-3.TCGA-DU-6400-01A-12D-1706-05.gdc_hg38.txt	LGG	TCGA-DU-6400-01A-12D-1706-05	Tumor
095c13fe-0f1d-4007-8997-ed4c232e7abd	jhu-usc.edu_SARC.HumanMethylation450.14.lvl-3.TCGA-3B-A9HV-01A-11D-A39H-05.gdc_hg38.txt	SARC	TCGA-3B-A9HV-01A-11D-A39H-05	Tumor
7e0bf0a7-2e3a-4c6b-bae5-1ddee354dc0c	jhu-usc.edu_MESO.HumanMethylation450.1.lvl-3.TCGA-SH-A7BC-01A-11D-A34E-05.gdc_hg38.txt	MESO	TCGA-SH-A7BC-01A-11D-A34E-05	Tumor
d6d4f091-af21-433d-989d-9f479d02a5a1	jhu-usc.edu_THCA.HumanMethylation450.8.lvl-3.TCGA-EM-A2OY-01A-11D-A203-05.gdc_hg38.txt	THCA	TCGA-EM-A2OY-01A-11D-A203-05	Tumor
33159288-90e4-4c63-861f-1f336b8acca7	jhu-usc.edu_SARC.HumanMethylation450.12.lvl-3.TCGA-WP-A9GB-01A-11D-A37D-05.gdc_hg38.txt	SARC	TCGA-WP-A9GB-01A-11D-A37D-05	Tumor
39e38361-52f0-4d3c-bfde-c5181203ee8f	jhu-usc.edu_THCA.HumanMethylation450.16.lvl-3.TCGA-EL-A4K2-01A-11D-A258-05.gdc_hg38.txt	THCA	TCGA-EL-A4K2-01A-11D-A258-05	Tumor
a3997f6d-f138-4d74-b00a-6f614f27f991	jhu-usc.edu_LGG.HumanMethylation450.12.lvl-3.TCGA-DH-A669-02A-11D-A31M-05.gdc_hg38.txt	LGG	TCGA-DH-A669-02A-11D-A31M-05	Tumor
7bcda2d6-6d63-4e90-89e4-9cfdcd466479	jhu-usc.edu_LGG.HumanMethylation450.14.lvl-3.TCGA-S9-A6WD-01A-12D-A33U-05.gdc_hg38.txt	LGG	TCGA-S9-A6WD-01A-12D-A33U-05	Tumor
d0ec52a2-4bdc-40ca-8ae7-5b58632c14c8	jhu-usc.edu_READ.HumanMethylation450.3.lvl-3.TCGA-AG-4022-01A-01D-1734-05.gdc_hg38.txt	READ	TCGA-AG-4022-01A-01D-1734-05	Tumor
3cd6bdbf-5f8b-4614-9315-2d01b086a988	jhu-usc.edu_THCA.HumanMethylation450.1.lvl-3.TCGA-DJ-A13P-01A-11D-A10W-05.gdc_hg38.txt	THCA	TCGA-DJ-A13P-01A-11D-A10W-05	Tumor
30df6840-e79d-4c69-8b5b-cbb9ddb10abf	jhu-usc.edu_MESO.HumanMethylation450.1.lvl-3.TCGA-SC-A6LP-01A-11D-A34E-05.gdc_hg38.txt	MESO	TCGA-SC-A6LP-01A-11D-A34E-05	Tumor
8a940b87-be37-417b-818f-3e3ca2d076e6	jhu-usc.edu_THCA.HumanMethylation450.16.lvl-3.TCGA-L6-A4ET-01A-11D-A258-05.gdc_hg38.txt	THCA	TCGA-L6-A4ET-01A-11D-A258-05	Tumor
20acb9f2-3118-4452-aa5e-78fd46eb9f44	jhu-usc.edu_THCA.HumanMethylation450.4.lvl-3.TCGA-ET-A25N-11A-01D-A16P-05.gdc_hg38.txt	THCA	TCGA-ET-A25N-11A-01D-A16P-05	Normal
751db5b8-1bca-457d-a8b4-19be9039ca3e	jhu-usc.edu_READ.HumanMethylation450.1.lvl-3.TCGA-AG-A026-01A-32D-A081-05.gdc_hg38.txt	READ	TCGA-AG-A026-01A-32D-A081-05	Tumor
03374550-3e1e-4f6a-9885-75d3a1b5cdd7	jhu-usc.edu_THCA.HumanMethylation450.1.lvl-3.TCGA-BJ-A0ZG-01A-11D-A10W-05.gdc_hg38.txt	THCA	TCGA-BJ-A0ZG-01A-11D-A10W-05	Tumor
cc83797d-0612-4dc7-97c0-31077f65baa7	jhu-usc.edu_LGG.HumanMethylation450.16.lvl-3.TCGA-W9-A837-01A-11D-A368-05.gdc_hg38.txt	LGG	TCGA-W9-A837-01A-11D-A368-05	Tumor
9e41d926-1a81-4022-8198-8bb675d69201	jhu-usc.edu_LGG.HumanMethylation450.14.lvl-3.TCGA-S9-A6WL-01A-21D-A33U-05.gdc_hg38.txt	LGG	TCGA-S9-A6WL-01A-21D-A33U-05	Tumor
bc17a50a-32a3-40fe-9e7f-182cc0e9eb89	jhu-usc.edu_THCA.HumanMethylation450.16.lvl-3.TCGA-DJ-A4V4-01A-11D-A258-05.gdc_hg38.txt	THCA	TCGA-DJ-A4V4-01A-11D-A258-05	Tumor
36a3da09-325d-4bbb-9601-3af7a9d51da2	jhu-usc.edu_THCA.HumanMethylation450.11.lvl-3.TCGA-EM-A3FJ-01A-11D-A21B-05.gdc_hg38.txt	THCA	TCGA-EM-A3FJ-01A-11D-A21B-05	Tumor
8e561e7f-5197-4a37-8950-1ad7b56c8ed9	jhu-usc.edu_SARC.HumanMethylation450.14.lvl-3.TCGA-RN-AAAQ-01A-21D-A39H-05.gdc_hg38.txt	SARC	TCGA-RN-AAAQ-01A-21D-A39H-05	Tumor
0d29dff2-2ead-4be6-a76c-fcc1c2f0b857	jhu-usc.edu_SARC.HumanMethylation450.4.lvl-3.TCGA-PC-A5DL-01A-11D-A26S-05.gdc_hg38.txt	SARC	TCGA-PC-A5DL-01A-11D-A26S-05	Tumor
f4626704-876c-44eb-893c-ea763ea09cee	jhu-usc.edu_READ.HumanMethylation450.3.lvl-3.TCGA-EI-6511-01A-11D-1734-05.gdc_hg38.txt	READ	TCGA-EI-6511-01A-11D-1734-05	Tumor
d290379b-7a5f-4458-ab24-ffddf6c2baf9	jhu-usc.edu_THCA.HumanMethylation450.7.lvl-3.TCGA-ET-A3DR-01A-11D-A19K-05.gdc_hg38.txt	THCA	TCGA-ET-A3DR-01A-11D-A19K-05	Tumor
1b015269-1c85-4267-8410-e3ad81b09465	jhu-usc.edu_READ.HumanMethylation450.4.lvl-3.TCGA-DY-A1DF-01A-11D-A153-05.gdc_hg38.txt	READ	TCGA-DY-A1DF-01A-11D-A153-05	Tumor
f283ae5d-a8bb-4c66-a7ce-862b8887cf49	jhu-usc.edu_ACC.HumanMethylation450.1.lvl-3.TCGA-OR-A5LO-01A-11D-A29J-05.gdc_hg38.txt	ACC	TCGA-OR-A5LO-01A-11D-A29J-05	Tumor
6a8bd5d8-731d-4452-850d-09c141a1fbd0	jhu-usc.edu_THCA.HumanMethylation450.14.lvl-3.TCGA-J8-A3YF-01A-12D-A23O-05.gdc_hg38.txt	THCA	TCGA-J8-A3YF-01A-12D-A23O-05	Tumor
32a30075-14f1-43b5-b89e-b53ee372ef91	jhu-usc.edu_SARC.HumanMethylation450.12.lvl-3.TCGA-X2-A95T-01A-11D-A37D-05.gdc_hg38.txt	SARC	TCGA-X2-A95T-01A-11D-A37D-05	Tumor
d8053c4c-f293-47a2-a2f8-18e3936239fe	jhu-usc.edu_LGG.HumanMethylation450.5.lvl-3.TCGA-DU-7301-01A-11D-2087-05.gdc_hg38.txt	LGG	TCGA-DU-7301-01A-11D-2087-05	Tumor
7c784700-efff-47f2-b61b-063327222ecf	jhu-usc.edu_READ.HumanMethylation450.6.lvl-3.TCGA-DC-6154-01A-31D-1926-05.gdc_hg38.txt	READ	TCGA-DC-6154-01A-31D-1926-05	Tumor
507aff65-b7b2-494a-8988-a15d4272dd62	jhu-usc.edu_THCA.HumanMethylation450.16.lvl-3.TCGA-FK-A4UB-01A-11D-A258-05.gdc_hg38.txt	THCA	TCGA-FK-A4UB-01A-11D-A258-05	Tumor
d1dbb5bc-f476-4c3e-af11-52999ab46773	jhu-usc.edu_READ.HumanMethylation450.5.lvl-3.TCGA-F5-6811-01A-11D-1828-05.gdc_hg38.txt	READ	TCGA-F5-6811-01A-11D-1828-05	Tumor
3ce66e55-d979-48e4-8c84-c6d5dcaa81f2	jhu-usc.edu_READ.HumanMethylation450.2.lvl-3.TCGA-CL-5917-01A-11D-1658-05.gdc_hg38.txt	READ	TCGA-CL-5917-01A-11D-1658-05	Tumor
9de05ab7-506d-4117-b6bb-8846accaff9d	jhu-usc.edu_LGG.HumanMethylation450.1.lvl-3.TCGA-E1-5304-01A-01D-1467-05.gdc_hg38.txt	LGG	TCGA-E1-5304-01A-01D-1467-05	Tumor
e806a374-3549-42cc-a597-0da5d0ece820	jhu-usc.edu_LGG.HumanMethylation450.16.lvl-3.TCGA-VV-A86M-01A-11D-A368-05.gdc_hg38.txt	LGG	TCGA-VV-A86M-01A-11D-A368-05	Tumor
3239bd86-b02c-4d7f-ac86-1fe8aea1008f	jhu-usc.edu_LGG.HumanMethylation450.4.lvl-3.TCGA-DU-7011-01A-11D-2025-05.gdc_hg38.txt	LGG	TCGA-DU-7011-01A-11D-2025-05	Tumor
6ab4115a-b7dd-4faa-87c2-27f561483eae	jhu-usc.edu_LGG.HumanMethylation450.13.lvl-3.TCGA-QH-A6X8-01A-12D-A32C-05.gdc_hg38.txt	LGG	TCGA-QH-A6X8-01A-12D-A32C-05	Tumor
4a905184-5059-4c45-9d91-f56a37a06787	jhu-usc.edu_ACC.HumanMethylation450.1.lvl-3.TCGA-OR-A5LA-01A-11D-A29J-05.gdc_hg38.txt	ACC	TCGA-OR-A5LA-01A-11D-A29J-05	Tumor
9b140267-e3ca-43b8-b68b-2d49b3dc4a05	jhu-usc.edu_THCA.HumanMethylation450.12.lvl-3.TCGA-FY-A3R8-01A-11D-A223-05.gdc_hg38.txt	THCA	TCGA-FY-A3R8-01A-11D-A223-05	Tumor
5a9950fc-a3cc-4302-89bc-b3acbcdee185	jhu-usc.edu_THCA.HumanMethylation450.13.lvl-3.TCGA-EL-A3T2-01A-11D-A22G-05.gdc_hg38.txt	THCA	TCGA-EL-A3T2-01A-11D-A22G-05	Tumor
718b3abe-c972-4172-8aec-6a28237d47f0	jhu-usc.edu_LGG.HumanMethylation450.5.lvl-3.TCGA-HT-7608-01A-11D-2087-05.gdc_hg38.txt	LGG	TCGA-HT-7608-01A-11D-2087-05	Tumor
0bda0827-80b3-45da-9182-e686f8a59b0e	jhu-usc.edu_THCA.HumanMethylation450.16.lvl-3.TCGA-DJ-A4V0-01A-11D-A258-05.gdc_hg38.txt	THCA	TCGA-DJ-A4V0-01A-11D-A258-05	Tumor
8f3623af-f10d-40cd-9ad3-1e76d487a982	jhu-usc.edu_THCA.HumanMethylation450.11.lvl-3.TCGA-J8-A3O0-01A-11D-A21B-05.gdc_hg38.txt	THCA	TCGA-J8-A3O0-01A-11D-A21B-05	Tumor
011d0255-2513-419a-b36b-e7cefee4f54c	jhu-usc.edu_LGG.HumanMethylation450.13.lvl-3.TCGA-KT-A74X-01A-11D-A32C-05.gdc_hg38.txt	LGG	TCGA-KT-A74X-01A-11D-A32C-05	Tumor
235b3f28-7e74-41a7-9ff4-d94f2773afc3	jhu-usc.edu_THCA.HumanMethylation450.13.lvl-3.TCGA-FK-A3SD-01A-11D-A22G-05.gdc_hg38.txt	THCA	TCGA-FK-A3SD-01A-11D-A22G-05	Tumor
1f18ff52-7d18-46e0-a8d6-6d95c113b587	jhu-usc.edu_THCA.HumanMethylation450.8.lvl-3.TCGA-BJ-A3EZ-01A-11D-A203-05.gdc_hg38.txt	THCA	TCGA-BJ-A3EZ-01A-11D-A203-05	Tumor
